"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045987","positive regulation of smooth muscle contraction","19/4550","30/18860",0.633333333333333,2.62520146520147,5.02328575591659,5.73035141285994e-06,0.000330291088380121,0.000277246241846362,"18/1131/255743/10874/60675/8877/151/100/2852/51738/3815/93649/4887/1906/6869/1907/80763/6870/1908",19
"GO:0045137","development of primary sexual characteristics","91/4550","248/18860",0.366935483870968,1.52096774193548,4.6567761607925,5.79488713022432e-06,0.000330946535648132,0.00027779642408917,"30812/2296/5241/2099/2625/367/1602/2175/2178/2674/132625/4678/4436/658/4851/5806/352909/5914/259266/157506/81930/1051/84733/57728/596/1761/8531/6496/8091/3295/10046/10549/6422/6715/23639/3955/2661/2627/10309/4254/675/174/595/6092/3207/6665/7422/89766/8204/345643/130497/6662/9468/4036/115948/283/2254/2796/4824/63951/6423/7022/83990/668/4808/1081/6586/11086/5243/3815/2620/2253/7080/344758/642658/2623/3952/91181/1588/56729/647309/269/7425/2626/4880/56956/101927581/2516/2515/122042/644041",91
"GO:0051306","mitotic sister chromatid separation","32/4550","64/18860",0.5,2.07252747252747,4.84630681980889,6.36363234776225e-06,0.000360123739680182,0.000302287760519539,"55143/991/7272/10403/9212/699/83903/5347/220134/9319/221150/9787/11065/332/26271/54908/3619/1063/83540/4085/701/348654/891/147841/57082/9700/57405/84101/1843/8379/56155/118471",32
"GO:0015837","amine transport","41/4550","90/18860",0.455555555555556,1.88830280830281,4.76316213877185,6.94430628360867e-06,0.000388628920707065,0.000326215001038236,"18/7200/51458/8140/4986/6857/9607/85413/10991/1113/477/59272/57393/55640/5997/151/6571/7124/150/4923/3737/8973/366/3356/3745/2912/6572/4887/6582/26281/3952/1141/152/2917/343/1814/6860/1813/6570/4889/1812",41
"GO:0019724","B cell mediated immunity","78/4550","206/18860",0.378640776699029,1.56948682385576,4.63421860017846,7.03652992823019e-06,0.000388628920707065,0.000326215001038236,"3263/9156/9025/4436/721/720/9466/8741/7124/1379/200558/722/733/127943/28409/970/28457/64170/102723169/28445/57289/28461/28385/28468/3500/28414/1439/28392/28442/10538/28458/3598/28444/28424/28434/3543/2302/100423062/3501/3502/3538/28450/3514/28423/28455/57379/3135/3565/28388/28391/28452/28439/28454/51311/28473/28467/28400/2205/3539/64332/28448/28395/28420/28401/28412/28834/28378/1235/28426/730/28408/1380/28394/28432/28464/3497/3495/3578",78
"GO:0015718","monocarboxylic acid transport","70/4550","180/18860",0.388888888888889,1.61196581196581,4.65179094390845,7.05462940399973e-06,0.000388628920707065,0.000326215001038236,"9120/29015/5321/2173/2171/5205/11001/8884/4067/54677/5743/85320/5465/6566/9368/8399/115111/4828/151176/6513/301/123/553/6579/6538/8792/391013/1579/1381/7124/255189/32/387700/201780/9429/28231/6535/4923/4843/1066/9075/55867/28234/28965/634/10257/1906/6582/3952/5947/8529/948/2172/64600/1814/9971/80763/56923/1109/646486/26279/8647/50487/1813/846/9376/5375/10599/646480/6555",70
"GO:0098659","inorganic cation import across plasma membrane","57/4550","139/18860",0.410071942446043,1.69977073286426,4.66921492256317,7.65347095680653e-06,0.000410714281949316,0.00034475344672947,"6833/3767/25800/480/3760/8645/169026/8912/8884/3783/776/483/59341/6337/162514/221074/5621/3934/2916/51305/10479/477/1261/778/773/3761/25769/261729/3759/9495/774/495/496/3458/284525/255738/3766/55503/728215/3765/6557/3772/3773/777/100134444/5026/389015/3758/6543/6569/610/479/343/10021/3763/6523/5535",57
"GO:0099587","inorganic ion import across plasma membrane","57/4550","139/18860",0.410071942446043,1.69977073286426,4.66921492256317,7.65347095680653e-06,0.000410714281949316,0.00034475344672947,"6833/3767/25800/480/3760/8645/169026/8912/8884/3783/776/483/59341/6337/162514/221074/5621/3934/2916/51305/10479/477/1261/778/773/3761/25769/261729/3759/9495/774/495/496/3458/284525/255738/3766/55503/728215/3765/6557/3772/3773/777/100134444/5026/389015/3758/6543/6569/610/479/343/10021/3763/6523/5535",57
"GO:0141060","disruption of anatomical structure in another organism","57/4550","139/18860",0.410071942446043,1.69977073286426,4.66921492256317,7.65347095680653e-06,0.000410714281949316,0.00034475344672947,"6364/2919/2597/720/5292/3627/5443/2633/57115/400830/1113/114771/3853/2810/115362/9547/2921/6355/6362/3576/566/6372/6357/2220/3002/6373/3346/8970/1511/6863/733/4922/171389/6370/6283/5551/10578/629/5473/54210/5196/4069/4818/6346/117159/4283/84659/730/353142/1991/140880/1673/4879/81494/3347/6406/1669",57
"GO:0008406","gonad development","89/4550","243/18860",0.366255144032922,1.51814769592547,4.58402598095191,7.94444593945423e-06,0.000422685264727373,0.000354801886130912,"30812/2296/5241/2099/2625/367/2175/2178/2674/132625/4678/4436/658/4851/5806/352909/5914/259266/157506/81930/1051/57728/596/1761/8531/6496/8091/3295/10046/10549/6422/6715/23639/3955/2661/2627/10309/4254/675/174/595/6092/3207/6665/7422/89766/8204/345643/130497/6662/9468/4036/115948/283/2254/2796/4824/63951/6423/7022/83990/668/4808/1081/6586/11086/5243/3815/2620/2253/7080/344758/642658/2623/3952/91181/1588/56729/647309/269/7425/2626/4880/56956/101927581/2516/2515/122042/644041",89
"GO:0034367","protein-containing complex remodeling","24/4550","43/18860",0.558139534883721,2.31351903910043,4.86228732891406,8.12305420248711e-06,0.000425262549131947,0.00035696525789744,"185/81624/9388/9619/8399/949/5360/5046/7941/4547/338328/4353/51129/5407/336/335/27329/9971/116519/50487/5408/119548/5406/345",24
"GO:0055123","digestive system development","62/4550","155/18860",0.4,1.65802197802198,4.63844705620952,8.12951700348622e-06,0.000425262549131947,0.00035696525789744,"7494/10551/3572/887/25803/6664/3158/123872/1956/105371045/2300/56033/4851/2255/3239/5979/2049/6663/688/57728/596/55036/4602/5697/2737/6608/6422/891/57669/1045/429/56913/2627/100/7124/3576/3651/6662/5915/2254/445/6423/60529/57216/1044/3815/93649/4838/2735/83881/5308/159296/6425/10736/157848/1543/7547/2626/256297/388364/137814/4852",62
"GO:0007271","synaptic transmission, cholinergic","20/4550","33/18860",0.606060606060606,2.51215451215451,4.90238923588497,8.56191660177556e-06,0.000444149423717107,0.000372818894835209,"8416/1131/1138/116372/5913/1139/6863/60482/66004/3908/8973/1135/259232/6572/1143/43/6869/1141/1144/1142",20
"GO:0021537","telencephalon development","103/4550","291/18860",0.353951890034364,1.46715003209849,4.52849435918683,9.1586398782436e-06,0.000471177960678235,0.000395506640762081,"2066/1749/123016/2146/7804/585/1956/7832/89927/5080/5914/259266/9928/1767/1021/2049/130574/7101/5992/79600/22903/2290/23287/63950/6496/3362/650/2016/4781/2737/6608/146760/6715/2890/284403/5454/477/10642/238/374946/10460/64211/6513/429/3400/9355/7545/27086/2048/347733/652/89839/55118/6506/6092/5629/65078/55636/166614/554/220/5915/5455/3737/26050/7022/6331/10716/63827/10501/1746/3746/6585/26047/2353/66000/51176/64919/10371/50937/1600/2253/7080/55079/84623/1000/23657/27023/5649/1943/389549/10718/1745/7143/1813/7547/1812/170302/5079/140679/170825/474/4852",103
"GO:0001708","cell fate specification","48/4550","112/18860",0.428571428571429,1.77645211930926,4.64720071519785,9.57948020159573e-06,0.000488789051269946,0.00041028938499328,"3169/5460/9095/8543/5080/4851/3066/63950/6926/4781/2737/6608/5457/7004/5454/30012/8324/58524/429/10215/64843/3207/6662/5727/344167/5076/145258/22943/6423/10716/3170/3670/50937/8022/4838/6862/9496/347853/159296/79923/10736/6656/4633/63978/120237/170825/474/167826",48
"GO:0006858","extracellular transport","28/4550","54/18860",0.518518518518518,2.14928774928775,4.76894872663546,9.83561714191386e-06,0.000492380091061753,0.000413303702731861,"152110/123872/79925/352909/83853/1767/55036/80217/8382/23639/9368/9576/220136/25790/27019/53340/361/200162/83538/345895/115948/1770/80157/8701/92749/164781/200373/647309",28
"GO:2000179","positive regulation of neural precursor cell proliferation","28/4550","54/18860",0.518518518518518,2.14928774928775,4.76894872663546,9.83561714191386e-06,0.000492380091061753,0.000413303702731861,"8326/5080/4851/259266/4067/6663/7101/2290/63950/2737/10763/6608/284403/429/3400/9355/1524/6376/7422/5629/4036/9760/3642/50937/23440/57540/1638/1813",28
"GO:0009798","axis specification","44/4550","100/18860",0.44,1.82382417582418,4.65761221672766,9.88715042292678e-06,0.000492380091061753,0.000413303702731861,"123016/6491/7475/5080/4851/2255/6790/6926/6496/6608/6422/57669/4188/1045/10818/7044/3234/652/8313/5046/144165/221400/5727/25806/6781/168507/3170/9573/1044/23493/4838/6862/5015/50805/56165/5308/7476/10736/497189/9350/6997/134701/7547/2528",44
"GO:0050832","defense response to fungus","33/4550","68/18860",0.485294117647059,2.01157078215902,4.71204514880449,1.0383891809564e-05,0.000513013702496317,0.000430623550064125,"64581/2597/6279/23406/5336/5443/1113/26525/338322/1524/3346/1511/6280/338339/6863/26253/283/64170/4353/93978/6283/10578/796/81030/117159/84659/387695/1991/3605/1673/3347/4852/1669",33
"GO:0015833","peptide transport","103/4550","292/18860",0.352739726027397,1.46212554568719,4.48759907787612,1.08328344621436e-05,0.000530979484463337,0.000445704022130798,"18/6833/3767/1131/7200/4316/8938/6564/131177/169026/10815/94121/55638/9501/10411/9607/59341/2691/6279/2696/6891/117247/3708/10874/7447/8091/5799/6566/51083/25924/55512/9368/1113/111/3667/5578/6720/57393/6890/2692/2151/1946/2867/7124/5019/3651/952/100507043/55636/2922/150/2697/2770/7021/3458/91608/2852/222546/51738/4843/80157/6565/1080/3745/3170/1363/3670/7036/26154/64849/6927/114/7349/2244/30835/6352/10257/57818/4887/8989/1906/116/3952/23657/152/6755/4826/6616/9971/7425/83795/2864/84417/54097/3358/1813/4160/846/1908/2695/2243/6514/222545",103
"GO:0034368","protein-lipid complex remodeling","23/4550","41/18860",0.560975609756098,2.32527472527473,4.7901022545462,1.11791531368057e-05,0.00053945913392725,0.000452821837381504,"185/9388/9619/8399/949/5360/5046/7941/4547/338328/4353/51129/5407/336/335/27329/9971/116519/50487/5408/119548/5406/345",23
"GO:0034369","plasma lipoprotein particle remodeling","23/4550","41/18860",0.560975609756098,2.32527472527473,4.7901022545462,1.11791531368057e-05,0.00053945913392725,0.000452821837381504,"185/9388/9619/8399/949/5360/5046/7941/4547/338328/4353/51129/5407/336/335/27329/9971/116519/50487/5408/119548/5406/345",23
"GO:0099505","regulation of presynaptic membrane potential","19/4550","31/18860",0.612903225806452,2.54051754696916,4.84037579289761,1.14510330352964e-05,0.000544371333348843,0.000456945136122369,"3767/3760/3747/2558/2890/3359/2900/2899/2904/3737/2906/3746/2555/3765/2569/3739/2893/846/6323",19
"GO:0043269","regulation of monoatomic ion transport","148/4550","449/18860",0.329621380846325,1.3662987346729,4.42960613154322,1.14558465331243e-05,0.000544371333348843,0.000456945136122369,"6833/3767/5174/3760/6769/84959/3755/8614/7466/3787/5205/27075/4986/23171/3783/4067/6532/776/3747/117531/483/9071/65266/162514/23630/596/79041/3627/2890/51083/79570/389816/5621/53826/9368/844/3934/2916/477/6327/57731/5270/79026/786/778/3270/2564/3761/28954/90070/2904/57158/1756/2946/3754/9454/816/6373/6376/3759/1482/5031/9495/55636/130497/6324/53827/150/2903/65267/495/342667/3458/4923/11027/5957/30818/10288/59285/30820/2852/255738/3766/1230/84766/1128/6781/255022/2906/845/40/6330/353514/6331/9722/3356/2902/3746/1080/1804/375611/3670/4803/3765/5243/3772/7349/796/53822/3773/6262/6352/219527/5142/8989/100134444/1906/144453/9001/3952/2257/100507027/5026/4842/23566/4283/3758/170850/53828/1814/57119/83795/2864/88/387129/2056/100507537/3763/196541/1813/846/57628/1812/810/6690/5535/1908/6406",148
"GO:0007617","mating behavior","21/4550","36/18860",0.583333333333333,2.41794871794872,4.80176641036259,1.18228890884533e-05,0.000557556701330466,0.000468012930104322,"18/5266/3066/6532/5270/5104/8528/100/7068/282969/6863/43847/63951/4808/1816/4543/6869/7054/84152/1812/6406",21
"GO:0051304","chromosome separation","38/4550","83/18860",0.457831325301205,1.89773599894082,4.62189202433359,1.2890241938337e-05,0.000603321474181562,0.000506427866892797,"55143/9918/991/7272/10403/9212/699/83903/5347/220134/9319/23397/221150/64151/9787/11065/332/26271/54908/3619/1063/54892/83540/4085/701/348654/891/147841/57082/9700/57405/5359/10051/84101/1843/8379/56155/118471",38
"GO:0046887","positive regulation of hormone secretion","62/4550","157/18860",0.394904458598726,1.6369006789389,4.51867506714464,1.31117941336784e-05,0.000609111331956327,0.000511287871795596,"18/6833/1131/6664/7200/8938/169026/55638/9501/2691/2696/3708/10874/4602/7447/51083/25924/4828/5578/654/2692/2151/2867/5019/3651/952/84634/100507043/2922/6863/91608/4824/2852/222546/51738/668/114899/1080/3670/7036/114/7349/2244/8989/1906/116/6869/3952/4826/1588/56729/9971/2864/84417/50487/1813/846/1908/2695/2243/6514/222545",62
"GO:0016064","immunoglobulin mediated immune response","76/4550","203/18860",0.374384236453202,1.55184323066096,4.45746605344076,1.46188230276136e-05,0.000674090172939961,0.000565831091688686,"3263/9156/9025/4436/721/720/9466/8741/7124/1379/200558/722/733/127943/28409/28457/64170/102723169/28445/57289/28461/28385/28468/3500/28414/1439/28392/28442/10538/28458/3598/28444/28424/28434/3543/2302/100423062/3501/3502/3538/28450/3514/28423/28455/57379/3565/28388/28391/28452/28439/28454/51311/28473/28467/28400/2205/3539/64332/28448/28395/28420/28401/28412/28834/28378/1235/28426/730/28408/1380/28394/28432/28464/3497/3495/3578",76
"GO:0006821","chloride transport","53/4550","129/18860",0.410852713178295,1.70300707044893,4.51771965891879,1.47296476081851e-05,0.000674206296771709,0.000565928565998692,"57348/2568/1183/9498/4948/115019/1811/6530/5205/1184/55248/11254/2558/65266/147798/54102/8001/6505/115111/80727/2564/2743/10861/6509/2742/5031/1836/6512/2567/57282/1080/375611/2555/5243/55107/6557/7809/5030/9481/55879/10316/144453/22802/9022/5026/2569/2556/54831/57084/363/56923/846/9635",53
"GO:0002052","positive regulation of neuroblast proliferation","18/4550","29/18860",0.620689655172414,2.57279272451686,4.77946197213794,1.52378920086656e-05,0.000692378669736813,0.000581182450488022,"5080/4851/259266/6663/7101/2290/63950/2737/6608/284403/3400/1524/6376/7422/50937/23440/1638/1813",18
"GO:0007338","single fertilization","74/4550","197/18860",0.375634517766497,1.55702571540135,4.43162334853276,1.64648966707323e-05,0.000742710012864554,0.00062343056501537,"152015/367/80127/149465/90506/4240/54760/8912/84812/85413/338879/3708/10361/983/126075/5327/8399/64799/57829/283471/5104/10309/1047/2743/5016/11057/55231/90019/53340/3207/26998/162540/89766/10343/126206/2348/10566/345643/90342/49/115948/54586/54742/203074/146378/171169/148229/26206/668/284680/23627/22999/158062/729059/83416/2352/92749/55521/146845/431705/647309/390243/339168/7783/5047/389852/89869/167/147719/6690/5535/124626/2515/7142",74
"GO:0009583","detection of light stimulus","35/4550","75/18860",0.466666666666667,1.93435897435897,4.57176612096554,1.6773706993113e-05,0.000751196590159199,0.000630554195485143,"5995/92840/1258/126006/6785/9397/10002/2916/57010/6101/54437/778/6295/6121/25769/51761/388531/7287/5957/23596/3000/58473/23746/40/6011/2779/5158/2986/54112/221391/24/9293/7276/346562/26103",35
"GO:2000242","negative regulation of reproductive process","36/4550","78/18860",0.461538461538462,1.91310228233305,4.5566012321665,1.7327326363476e-05,0.000766612278101495,0.000643494119382088,"84072/7272/9319/2001/26271/84944/1761/8531/10549/5327/57082/57829/100/5016/652/6615/27306/126206/2697/4824/9088/3976/1843/3815/4838/344758/655/431705/5730/57119/339345/7783/5047/4880/2516/6406",36
"GO:0009582","detection of abiotic stimulus","61/4550","155/18860",0.393548387096774,1.63127968805388,4.44993861679282,1.73642299136242e-05,0.000766612278101495,0.000643494119382088,"5995/23349/92840/2047/1258/126006/117531/6785/9397/10002/2916/57010/6101/54437/5270/778/6295/84059/55584/7124/6121/25769/63895/10343/644168/51761/6863/4609/388531/7287/4923/3249/5957/23596/3000/58473/23746/10886/40/168507/3356/6011/2779/5158/55107/222662/3815/2986/54112/8989/6869/1000/374462/133060/221391/24/9293/7276/6323/346562/26103",61
"GO:0042471","ear morphogenesis","55/4550","136/18860",0.404411764705882,1.67630898513251,4.46334550846241,1.7709934991539e-05,0.000776368629030497,0.000651683597464787,"2625/80736/1749/1750/9132/26018/5013/2255/57728/2290/6926/286262/9368/84189/170961/3198/2624/7545/5818/2637/2048/55584/5754/10083/5629/259236/55636/51761/130497/6662/10804/4609/220/121227/53904/5076/2254/3249/57822/145258/124590/2487/5456/57216/222662/7401/2253/1906/133060/1280/10736/497189/7547/474/3167",55
"GO:0007601","visual perception","82/4550","224/18860",0.366071428571429,1.51738618524333,4.39245881789361,1.80740887977772e-05,0.000786791627735407,0.00066043265949331,"158046/6017/7466/197021/5995/585/92840/5080/1258/388939/1001/157506/130574/7101/10002/6496/11081/2916/51305/30062/1259/57010/6101/54437/84189/3801/1261/778/343035/368/2743/84059/6121/10052/94137/51761/7045/388531/53904/5076/7287/5145/5957/3000/25806/3766/23746/7078/57282/25794/6011/2779/9227/4693/7288/1415/5158/11281/22999/8403/2986/7401/149461/6247/10319/6096/1141/338917/5149/221391/1280/7054/6425/57369/24/1412/60506/50700/3859/4990/346562/26103",82
"GO:0042476","odontogenesis","54/4550","133/18860",0.406015037593985,1.68295463934562,4.45685788975253,1.83985057725038e-05,0.000792932820004999,0.0006655875744671,"2296/7475/54959/3066/2255/9313/25818/9200/5465/401138/4488/650/7043/2737/6608/80326/55512/58524/54757/10913/64065/340419/249/5818/362/652/25928/79641/9622/8313/130497/54829/2358/344167/56975/6331/1746/1080/51176/121340/64919/9464/152816/5083/2253/1906/655/5308/159296/6569/363/258/1745/9421",54
"GO:2000177","regulation of neural precursor cell proliferation","42/4550","96/18860",0.4375,1.81346153846154,4.50562600591367,1.84699211085502e-05,0.000792932820004999,0.0006655875744671,"8326/5152/7832/5080/4851/259266/4067/6532/6663/79801/7101/2290/63950/6496/2016/2737/10763/131405/6608/284403/64211/429/3400/9355/2624/1524/11023/6376/7422/5629/5803/4036/9760/3642/50937/23440/1000/338917/57540/1638/1813/652991",42
"GO:0045933","positive regulation of muscle contraction","26/4550","50/18860",0.52,2.15542857142857,4.61295182026735,1.9012979478714e-05,0.000802534700027899,0.000673647389716929,"18/1131/2023/59341/255743/10874/1113/59272/786/60675/8877/5997/151/100/2852/51738/3815/7349/93649/4887/1906/6869/1907/80763/6870/1908",26
"GO:0009072","aromatic amino acid metabolic process","23/4550","42/18860",0.547619047619048,2.26991104133961,4.64575629484689,1.90803430689364e-05,0.000802534700027899,0.000673647389716929,"143941/4948/6898/84842/3620/3067/3176/5860/130013/2184/7166/6999/3081/10841/259307/131669/169355/389434/8942/1638/7054/5053/121278",23
"GO:0046717","acid secretion","23/4550","42/18860",0.547619047619048,2.26991104133961,4.64575629484689,1.90803430689364e-05,0.000802534700027899,0.000673647389716929,"18/887/7200/5733/85413/10874/7369/9368/115111/320/7124/32/4923/51738/189/1066/9075/389015/7032/1814/8647/1813/846",23
"GO:0007626","locomotory behavior","80/4550","218/18860",0.36697247706422,1.52112108075411,4.36381015492814,2.05251242832778e-05,0.000857509387002713,0.00071979312569545,"2019/18/7345/7200/23551/119032/23544/4986/321/1476/3620/23287/25946/51643/2890/6505/2119/2916/477/7111/111/238/57731/320/84189/58524/7545/4886/347148/2743/6571/57152/27306/79641/55636/162282/1827/6414/220/57626/4923/2861/3766/257194/3751/4929/2906/80157/57282/1996/3170/114/124925/2571/54112/10882/4887/1600/7080/1143/1958/55079/2257/1141/127343/347730/6616/5649/2636/7054/1814/84152/7143/9293/3358/1813/1812/6323/2695/4159",80
"GO:0021515","cell differentiation in spinal cord","27/4550","53/18860",0.509433962264151,2.11163176446195,4.56966467380487,2.14877463939863e-05,0.000891741475350431,0.000748527530524547,"8543/4851/55553/79600/164832/2737/58524/374946/64211/429/2624/55906/10215/64843/161357/5727/401/79659/151449/3670/8022/2636/6656/121643/120237/170825/167826",27
"GO:0090660","cerebrospinal fluid circulation","13/4550","18/18860",0.722222222222222,2.99365079365079,4.77163323103697,2.24797054877014e-05,0.000923826869838666,0.000775460001163244,"352909/80217/23639/9368/25790/361/83538/115948/1770/80157/164781/200373/647309",13
"GO:0008202","steroid metabolic process","117/4550","345/18860",0.339130434782609,1.40571428571429,4.28857689119875,2.26574928310246e-05,0.000923826869838666,0.000775460001163244,"2099/866/1548/3158/3930/185/7366/8309/5205/319/340895/8912/51474/11001/10202/23541/2330/427/650/3295/51700/5618/51706/6715/51083/51302/1589/9619/10720/949/6720/26031/5087/654/6817/7363/8856/133/7923/29881/7124/174/6615/84649/7436/6799/54490/5629/134429/1717/1545/6783/7367/8029/2770/7364/4036/441282/9420/91734/3458/873/6097/4597/442909/255738/6820/10826/2053/1582/114880/1555/3991/1066/1080/1081/283238/3815/121214/93517/3565/145264/1958/3294/25830/653/3952/5563/1558/336/57540/1646/1588/335/1586/8608/27329/343/9971/8074/5105/1543/116519/50700/1109/407019/8647/1584/1591/407054/2516/1557/3283/442038/54658/54657/222545",117
"GO:0098773","skin epidermis development","55/4550","137/18860",0.401459854014599,1.66407315312425,4.3987947672153,2.27061061984443e-05,0.000923826869838666,0.000775460001163244,"3868/3925/1956/7357/55612/4851/3066/2255/1001/4233/8549/596/4488/6608/51083/80326/8399/94234/11005/2810/51599/9076/10913/2627/9355/3872/79755/56603/29841/7124/6615/25928/10855/6662/344167/375791/57822/22943/3890/7022/3488/11166/1775/26154/60529/57216/135228/7480/388697/388698/64332/2312/242/448834/147409",55
"GO:0001508","action potential","68/4550","179/18860",0.379888268156425,1.57465774449015,4.35593039017977,2.33212807205638e-05,0.000939039212936614,0.000788229237458017,"6833/3767/1824/3760/3755/23704/3787/3752/23171/776/3747/23630/6332/9630/9312/2890/51305/477/6327/1756/7124/3754/1525/27012/10052/3759/6324/3743/6863/2697/81033/3737/1201/2852/3751/845/6330/6331/9722/3746/3745/4693/6262/54112/6329/149461/8989/1143/6869/2257/169522/1141/3742/4842/948/6326/6543/3785/610/170850/57369/10021/83795/3739/10242/1812/6323/3744",68
"GO:0003018","vascular process in circulatory system","99/4550","283/18860",0.34982332155477,1.45003688890615,4.30129028018716,2.33816992779398e-05,0.000939039212936614,0.000788229237458017,"2296/23428/6833/6584/480/9498/6542/185/2171/8140/8884/8985/6532/59341/2166/2303/81031/7525/136/6566/10991/284/6505/6271/9368/477/27134/59272/949/6513/388662/55640/553/654/133/5997/151/875/7124/566/10365/59342/6506/387700/6509/3778/952/10266/9429/7422/222962/150/4922/554/4036/5138/2852/81539/40/6565/79987/3356/1816/64849/5243/257313/8671/634/7349/796/2244/10257/102724560/1906/6582/6869/3952/1907/152/54716/4842/948/10911/6543/6456/10242/4142/9153/84889/846/153/1812/6523/4880/9376/4879/1908/2243/186",99
"GO:0002443","leukocyte mediated immunity","157/4550","488/18860",0.32172131147541,1.33355251306071,4.20960281741517,2.73341199584484e-05,0.0010907365175727,0.000915563910079202,"2625/3263/79465/9156/9025/4436/5817/203068/53833/4067/721/1054/64581/154064/720/80329/6891/80328/5336/1075/5443/136/1113/6318/9466/201294/2624/11035/3383/8741/1524/6571/7124/3902/566/1379/6372/10814/200558/30817/722/3002/3805/259307/3134/1511/401258/2922/733/127943/28409/970/3458/2204/57126/28457/64170/102723169/28445/57289/28461/171389/3592/29126/163486/306/4843/28385/28468/3500/28414/353091/1439/28392/28442/3594/10538/28458/3598/28444/5551/57823/28424/941/28434/3815/634/3543/2302/100423062/3501/3502/3538/28450/6398/3824/3514/28423/563/28455/441168/57379/54210/3135/9437/924/3565/28388/28391/28452/28439/28454/2623/3952/51311/117157/91543/28473/3456/28467/5133/4818/8807/28400/2205/59067/3539/64332/28448/201633/28395/5730/28420/28401/28412/28834/3821/28378/1235/28426/730/28408/100431172/387695/909/1991/3811/1380/28394/50487/910/28432/117194/28464/3497/3495/3578",157
"GO:0001906","cell killing","98/4550","281/18860",0.348754448398576,1.44560635094443,4.24364040907517,2.94611544061196e-05,0.00116812538966939,0.00098052410641621,"79465/5817/203068/1054/6364/2919/154064/2597/720/80329/6891/80328/5292/1075/3627/5443/2633/57115/400830/1113/6318/114771/201294/3853/2810/115362/9547/2921/11035/3383/6355/1524/6362/3902/3576/566/1379/6372/6357/2220/3002/6373/3346/3805/8970/3134/1511/6863/733/4922/171389/3592/4843/3500/6370/353091/6283/3594/5551/57823/10578/629/634/5473/3824/563/54210/3135/9437/5196/4069/3565/3952/4818/8807/6346/59067/117159/4283/84659/201633/3821/922/730/100431172/909/353142/1991/3811/910/3497/140880/1673/4879/81494/3347/6406/1669",98
"GO:0032355","response to estradiol","47/4550","113/18860",0.415929203539823,1.72404940192551,4.35298071285863,3.0157054022375e-05,0.00118814975499547,0.000997332552745299,"2099/3169/2155/2146/890/80139/1956/1410/2255/5914/81930/6532/4488/6422/5457/6715/2890/5578/2950/5737/595/10268/374/8835/952/8204/5727/6752/445/2852/1843/5243/7349/9915/2690/4656/6869/3952/655/3248/1588/6569/7476/6870/1813/4654/5458",47
"GO:0001676","long-chain fatty acid metabolic process","46/4550","110/18860",0.418181818181818,1.73338661338661,4.34984615072367,3.09878145852499e-05,0.00121320217479988,0.0010183615465156,"5321/1548/122970/60481/11283/11001/5743/199974/2166/1549/3295/54898/23305/8399/116285/247/2950/1572/2938/1579/84830/2946/641371/1545/80221/57834/5354/219970/1555/4056/83401/66002/28965/284541/1562/23205/8529/1558/80339/9415/64600/2944/1543/242/158833/1557",46
"GO:0035725","sodium ion transmembrane transport","70/4550","187/18860",0.374331550802139,1.55162484574249,4.27467189072973,3.13278478877111e-05,0.00121884908188126,0.00102310155864867,"480/9498/6530/1258/8884/55117/11254/6532/483/6337/65266/162514/6332/53826/51305/10479/477/1259/6327/83959/1261/388662/6538/1756/25769/130497/6324/53827/28968/2903/65267/495/496/6535/9497/284525/255738/81539/10568/40/6330/6331/57282/259232/2902/64849/6557/8671/53822/6329/284111/6534/2257/54716/4842/340024/55515/6326/389015/6543/6569/610/479/53828/57084/10021/6523/6323/10050/6568",70
"GO:0001709","cell fate determination","23/4550","43/18860",0.534883720930233,2.21712241247125,4.50545344812757,3.1681225265353e-05,0.00122494178432809,0.00102821577127958,"2625/5460/5080/3475/2290/89870/343472/429/2627/2624/56603/652/57453/5629/5727/5076/7148/3670/55079/7476/157848/4654/474",23
"GO:0009952","anterior/posterior pattern specification","81/4550","224/18860",0.361607142857143,1.49888147566719,4.23535919469428,3.35626553328012e-05,0.00128751525105188,0.00108073992073076,"2296/2019/7832/5080/56033/4851/5013/3239/7516/2303/8553/6790/5100/6926/4488/6496/650/7704/2737/6608/6422/3212/8092/3955/57669/1045/5087/10818/10512/10683/3211/2637/7044/3234/652/3213/3207/8313/130497/5046/144165/221400/6939/3215/3087/4824/3221/22943/6423/1952/3222/3214/51176/3170/9573/3219/60529/57216/50937/1044/23493/3216/4838/6862/5015/2253/391723/55079/56165/27023/389549/10736/497189/343930/9350/6997/134701/7547/2626/4618/55997",81
"GO:0007589","body fluid secretion","41/4550","95/18860",0.431578947368421,1.78891844997108,4.34675180106193,3.41212868916881e-05,0.00128751525105188,0.00108073992073076,"7494/10551/2066/1131/540/4986/2255/1448/3783/65266/5465/5618/4583/7498/6583/2692/362/90070/100/595/8835/7422/144165/65267/257194/1128/1952/171389/5243/55107/9148/1906/6582/1447/27023/159296/497189/242/5617/4879/6779",41
"GO:0031290","retinal ganglion cell axon guidance","15/4550","23/18860",0.652173913043478,2.7032967032967,4.6088605369545,3.433374002805e-05,0.00128751525105188,0.00108073992073076,"2047/658/2049/220202/2045/64843/2048/1946/214/6092/7422/6585/3670/4693/5458",15
